Director Name,Company Name,CIN,Designation,Appointment Date,Cessation
Other Directoships of KIRANDEEP SINGH,GREVIZ ENERGY PRIVATE LIMITED,U74999HR2017PTC070038,Director,2017-07-24,Ongoing
Other Directoships of KIRANDEEP SINGH,GREVIZ ADVISORS PRIVATE LIMITED,U74999HR2017PTC070580,Director,2017-08-31,2019-11-18
Other Directoships of KIRANDEEP SINGH,GREVIZ ADVISORS PRIVATE LIMITED,U74999HR2017PTC070580,Individual Promoter,2017-08-31,2019-11-18
Other Directoships of GYAN CHAND TATHER,INSTALACIONES INABENSA S.A.,F03093,Authorised Representative,2007-08-06,2014-11-07
Other Directoships of GYAN CHAND TATHER,LABH POLYFAB PRIVATE LIMITED,U25200GJ2013PTC074167,Director,2013-03-25,Ongoing
Other Directoships of GYAN CHAND TATHER,DGEN TRANSMISSION COMPANY LIMITED,U40106DL2011GOI227454,Additional Director,2015-03-17,2015-03-30
Other Directoships of MIGUEL ANGEL MASERAS GUTIERREZ,DGEN TRANSMISSION COMPANY LIMITED,U40106DL2011GOI227454,Additional Director,2015-03-17,2015-09-30
Other Directoships of MIGUEL ANGEL MASERAS GUTIERREZ,DGEN TRANSMISSION COMPANY LIMITED,U40106DL2011GOI227454,Director,2015-09-30,Ongoing
Other Directoships of RAJESH KUMAR JHA,DGEN TRANSMISSION COMPANY LIMITED,U40106DL2011GOI227454,Additional Director,2015-03-17,2015-09-30
Other Directoships of RAJESH KUMAR JHA,DGEN TRANSMISSION COMPANY LIMITED,U40106DL2011GOI227454,Director,2015-09-30,Ongoing
Other Directoships of JAGDISH KHATTAR,ASAHI INDIA GLASS LIMITED,L26102DL1984PLC019542,Director,2005-04-19,2007-12-18
Other Directoships of JAGDISH KHATTAR,HINDALCO INDUSTRIES LIMITED,L27020MH1958PLC011238,Director,2013-09-10,2018-05-04
Other Directoships of JAGDISH KHATTAR,HINDALCO INDUSTRIES LIMITED,L27020MH1958PLC011238,Director appointed in casual vacancy,2011-05-09,2013-09-10
Other Directoships of JAGDISH KHATTAR,STEEL AUTHORITY OF INDIA LIMITED,L27109DL1973GOI006454,Additional Director,2010-08-21,2010-09-30
Other Directoships of JAGDISH KHATTAR,STEEL AUTHORITY OF INDIA LIMITED,L27109DL1973GOI006454,Director,2010-09-30,2013-08-20
Other Directoships of JAGDISH KHATTAR,MARUTI SUZUKI INDIA LIMITED,L34103DL1981PLC011375,Managing Director,1999-08-18,2007-12-19
Other Directoships of JAGDISH KHATTAR,UTKAL ALUMINA INTERNATIONAL LIMITED.,U13203OR1993PLC003416,Additional Director,2015-02-07,2015-09-30
Other Directoships of JAGDISH KHATTAR,UTKAL ALUMINA INTERNATIONAL LIMITED.,U13203OR1993PLC003416,Director,2015-09-30,2018-03-30
Other Directoships of JAGDISH KHATTAR,KHATTAR AUTO INDIA PRIVATE LIMITED,U34200DL2008PTC172215,Director,2008-01-03,Ongoing
Other Directoships of JAGDISH KHATTAR,CARNATION VEHICLES PRIVATE LIMITED,U34300DL2008PTC185487,Director,2008-12-04,2010-03-17
Other Directoships of JAGDISH KHATTAR,KHATTAR INFRASTRUCTURE PRIVATE LIMITED,U45200DL2008PTC182165,Director,2008-08-19,2010-08-22
Other Directoships of JAGDISH KHATTAR,METRO VALLEY BUSINESS PARK PRIVATE LIMITED,U45201DL2005PTC142603,Additional Director,2009-01-12,2009-06-23
Other Directoships of JAGDISH KHATTAR,METRO VALLEY BUSINESS PARK PRIVATE LIMITED,U45201DL2005PTC142603,Director,2009-06-23,2021-04-26
Other Directoships of JAGDISH KHATTAR,CARNATION REALTY PRIVATE LIMITED,U45208DL2008PTC182230,Director,2008-08-20,Ongoing
Other Directoships of JAGDISH KHATTAR,CARNATION VARIETY AUTO PRIVATE LIMITED,U50100DL2009PTC191573,Director,2009-06-25,2009-09-15
Other Directoships of JAGDISH KHATTAR,CARNATION WESTEND AUTO PRIVATE LIMITED,U50300DL2009PTC190761,Director,2009-06-01,2010-03-17
Other Directoships of JAGDISH KHATTAR,CARNATION MOTORS PRIVATE LIMITED,U50404DL2008PTC183857,Director,2008-09-30,2010-03-17
Other Directoships of JAGDISH KHATTAR,CARNATION SUKH SAGAR MOTORS PRIVATE LIMITED,U50404DL2009PTC190586,Director,2009-05-25,2010-03-17
Other Directoships of JAGDISH KHATTAR,SMFG INDIA CREDIT COMPANY LIMITED,U65191TN1994PLC079235,Additional Director,2011-01-25,2011-09-14
Other Directoships of JAGDISH KHATTAR,SMFG INDIA CREDIT COMPANY LIMITED,U65191TN1994PLC079235,Director,2011-09-14,2013-01-04
Other Directoships of JAGDISH KHATTAR,MARUTI COUNTRYWIDE AUTO FINANCIAL SERVIC ES PRIVATE LIMITED,U65910DL1995PTC070200,Director,1999-12-13,2007-12-18
Other Directoships of JAGDISH KHATTAR,CITICORP MARUTI FINANCE LIMITED,U65921DL1997PLC090046,Director,1997-10-07,2007-12-18
Other Directoships of JAGDISH KHATTAR,CARNATION INSURANCE BROKING COMPANY PRIVATE LIMITED,U66000DL2010PTC209308,Director,2010-10-11,2011-05-02
Other Directoships of JAGDISH KHATTAR,HDFC ERGO GENERAL INSURANCE COMPANY LIMITED,U66010MH2002PLC134869,Director,2008-06-10,Ongoing
Other Directoships of JAGDISH KHATTAR,HDFC ERGO GENERAL INSURANCE COMPANY LIMITED,U66030MH2007PLC177117,Director,2017-08-16,2018-04-17
Other Directoships of JAGDISH KHATTAR,SKH METALS LIMITED,U74130HR1986PLC023655,Director,2005-05-24,2007-12-19
Other Directoships of JAGDISH KHATTAR,J J IMPEX (DELHI) LIMITED,U74140DL1976PLC008245,Nominee Director,1998-05-15,2008-03-19
Other Directoships of JAGDISH KHATTAR,EMERGING INDIA EQUITY ADVISORS PRIVATE LIMITED,U74140DL2008PTC182916,Director,2008-09-05,2011-08-01
Other Directoships of JAGDISH KHATTAR,INDUS TOWERS LIMITED,U92100HR2007PLC073822,Additional Director,2014-10-17,2014-12-19
Other Directoships of JAGDISH KHATTAR,INDUS TOWERS LIMITED,U92100HR2007PLC073822,Director,2014-12-19,2018-04-10
Other Directoships of SAYED PARVEZ MUSTAFA,HEALTHCARE GLOBAL ENTERPRISES LIMITED,L15200KA1998PLC023489,Nominee Director,2008-04-23,2014-08-29
Other Directoships of SAYED PARVEZ MUSTAFA,LIFE STYLE INTERNATIONAL PRIVATE LIMITED,U52190KA1997PTC046775,Additional Director,2010-11-02,2011-09-05
Other Directoships of SAYED PARVEZ MUSTAFA,LIFE STYLE INTERNATIONAL PRIVATE LIMITED,U52190KA1997PTC046775,Director,2011-09-05,2020-06-08
Other Directoships of SAYED PARVEZ MUSTAFA,HINDLEVER TRUST LIMITED,U65990MH1958PLC011060,Director,2000-05-29,2007-12-07
Other Directoships of SAYED PARVEZ MUSTAFA,DIGITAL SECURITIES PRIVATE LIMITED,U67120MH1994PTC082045,Director,2002-06-26,2007-12-07
Other Directoships of SAYED PARVEZ MUSTAFA,HSBC ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,U74140MH2001PTC134220,Director,2008-09-02,2019-10-23
Other Directoships of PRITHVI RAJ KHANNA,ANSAL PROPERTIES AND INFRASTRUCTURE LIMITED,L45101DL1967PLC004759,Director,2003-08-30,2018-10-03
Other Directoships of PRITHVI RAJ KHANNA,UTI ASSET MANAGEMENT COMPANY LIMITED,L65991MH2002PLC137867,Director,2006-01-13,2015-08-20
Other Directoships of PRITHVI RAJ KHANNA,INDAG RUBBER LIMITED,L74899DL1978PLC009038,Director,2000-01-20,2024-03-31
Other Directoships of PRITHVI RAJ KHANNA,DCM SHRIRAM INDUSTRIES LIMITED,L74899DL1989PLC035140,Director,2005-10-05,2024-03-31
Other Directoships of PRITHVI RAJ KHANNA,CONTINENTAL INDIA PRIVATE LIMITED,U25203HR2006PTC069888,Additional Director,2009-08-20,2009-09-29
Other Directoships of PRITHVI RAJ KHANNA,CONTINENTAL INDIA PRIVATE LIMITED,U25203HR2006PTC069888,Director,2009-09-29,2011-03-14
Other Directoships of PRITHVI RAJ KHANNA,C&S ELECTRIC LIMITED,U31909DL1971PLC005672,Additional Director,2009-07-09,2009-12-18
Other Directoships of PRITHVI RAJ KHANNA,C&S ELECTRIC LIMITED,U31909DL1971PLC005672,Director,2019-05-31,2021-03-01
Other Directoships of PRITHVI RAJ KHANNA,SELECT INFRASTRUCTURE PRIVATE LIMITED,U35105MH1979PTC404545,Additional Director,2009-05-08,2009-09-29
Other Directoships of PRITHVI RAJ KHANNA,SELECT INFRASTRUCTURE PRIVATE LIMITED,U35105MH1979PTC404545,Director,2009-09-29,2023-05-12
Other Directoships of PRITHVI RAJ KHANNA,UNIPRODUCTS (INDIA) LIMITED,U45201HR1982PLC014785,Director,2005-11-21,2020-09-16
Other Directoships of PRITHVI RAJ KHANNA,CONTROLS AND SWITCHGEAR CONTACTORS LIMITED,U64201DL1984PLC019062,Director,2006-02-17,2007-07-30
Other Directoships of PRITHVI RAJ KHANNA,UTI ALTERNATIVES PRIVATE LIMITED,U65900MH2011PTC217430,Additional Director,2011-08-25,2012-06-08
Other Directoships of PRITHVI RAJ KHANNA,UTI ALTERNATIVES PRIVATE LIMITED,U65900MH2011PTC217430,Director,2012-06-08,2015-08-20
Other Directoships of PRITHVI RAJ KHANNA,SUN RENEWABLES WH PRIVATE LIMITED,U74999DL2016PTC308036,Additional Director,2017-02-20,2017-11-10
Other Directoships of PRITHVI RAJ KHANNA,SUN RENEWABLES WH PRIVATE LIMITED,U74999DL2016PTC308036,Director,2017-11-10,Ongoing
Other Directoships of PRITHVI RAJ KHANNA,NABHA DEVELOPMENT INITIATIVE,U74999MH2006NPL163665,Director,2006-08-08,2006-08-10
Other Directoships of SYED HABEEB UR REHMAN,ALPHA ALTERNATIVES MSAR LLP,AAW-2814,Partner,2021-09-01,2022-08-02
Other Directoships of SYED HABEEB UR REHMAN,ITC LIMITED,L16005WB1910PLC001985,Additional Director,2012-07-27,2013-07-26
Other Directoships of SYED HABEEB UR REHMAN,ITC LIMITED,L16005WB1910PLC001985,Director,2013-07-26,2019-09-15
Other Directoships of SYED HABEEB UR REHMAN,ITC LIMITED,L16005WB1910PLC001985,Whole-time director,1997-11-21,2009-03-21
Other Directoships of SYED HABEEB UR REHMAN,GUJARAT HOTELS LIMITED,L55100GJ1982PLC005408,Director,1996-03-08,2009-03-20
Other Directoships of SYED HABEEB UR REHMAN,INTERNATIONAL TRAVEL HOUSE LIMITED,L63040DL1981PLC011941,Director,1992-03-09,2009-03-21
Other Directoships of SYED HABEEB UR REHMAN,TOURISM FINANCE CORPORATION OF INDIA LIMITED,L65910DL1989PLC034812,Director,2000-05-15,2010-09-17
Other Directoships of SYED HABEEB UR REHMAN,MAX HEALTHCARE INSTITUTE LIMITED,L72200MH2001PLC322854,Additional Director,2010-03-03,2010-09-28
Other Directoships of SYED HABEEB UR REHMAN,MAX HEALTHCARE INSTITUTE LIMITED,L72200MH2001PLC322854,Director,2010-09-28,2013-09-23
Other Directoships of SYED HABEEB UR REHMAN,METRO VALLEY BUSINESS PARK PRIVATE LIMITED,U45201DL2005PTC142603,Additional Director,2009-05-20,2009-06-23
Other Directoships of SYED HABEEB UR REHMAN,METRO VALLEY BUSINESS PARK PRIVATE LIMITED,U45201DL2005PTC142603,Director,2009-06-23,2013-09-16
Other Directoships of SYED HABEEB UR REHMAN,MUMBAI INTERNATIONAL CONVENTION AND EXHIBITION CENTRE LIMITED,U55100MH2001PLC130621,Director,2001-01-29,2009-07-18
Other Directoships of SYED HABEEB UR REHMAN,FORTUNE PARK HOTELS LIMITED,U55101HR1995PLC052281,Director,1995-07-26,2009-03-21
Other Directoships of SYED HABEEB UR REHMAN,NARANGS INTERNATIONAL HOTELS PRIVATE LIMITED,U55101MH1979PTC045117,Director,2010-05-03,2010-08-06
Other Directoships of SYED HABEEB UR REHMAN,NOOR E OJALA PRIVATE LIMITED,U55200DL2022PTC406648,Director,2022-11-10,Ongoing
Other Directoships of SYED HABEEB UR REHMAN,MAHARAJA HERITAGE RESORTS LIMITED,U74899DL1995PLC099649,Director,1997-07-02,2009-03-20
Other Directoships of SYED HABEEB UR REHMAN,LANDBASE INDIA LIMITED,U74899HR1992PLC052412,Director,1994-03-01,2009-03-20
Other Directoships of SYED HABEEB UR REHMAN,SRINIVASA RESORTS LTD,U74999TG1984PLC005192,Director,2006-12-01,2009-03-20
Other Directoships of RANJIT JAYANT SHAH,SURYODAY SMALL FINANCE BANK LIMITED,L65923MH2008PLC261472,Nominee Director,2019-09-26,Ongoing
Other Directoships of RANJIT JAYANT SHAH,SURYODAY SMALL FINANCE BANK LIMITED,L65923MH2008PLC261472,Nominee Director,2018-11-02,2019-09-25
Other Directoships of RANJIT JAYANT SHAH,BONANZA COMMODITY BROKERS PRIVATE LIMITED,U01111DL2002PTC117815,Additional Director,2009-05-19,2009-09-26
Other Directoships of RANJIT JAYANT SHAH,BONANZA COMMODITY BROKERS PRIVATE LIMITED,U01111DL2002PTC117815,Director,2009-09-26,2016-09-23
Other Directoships of RANJIT JAYANT SHAH,HALDIA COKE AND CHEMICALS PRIVATE LIMITED,U15541TN2004PTC054260,Additional Director,2010-08-02,2011-09-30
Other Directoships of RANJIT JAYANT SHAH,HALDIA COKE AND CHEMICALS PRIVATE LIMITED,U15541TN2004PTC054260,Director,2011-09-30,2015-11-16
Other Directoships of RANJIT JAYANT SHAH,WELLMAN COKE INDIA LIMITED,U23109WB2004PLC100467,Additional Director,2010-08-03,2010-09-27
Other Directoships of RANJIT JAYANT SHAH,WELLMAN COKE INDIA LIMITED,U23109WB2004PLC100467,Director,2010-09-27,2015-11-16
Other Directoships of RANJIT JAYANT SHAH,URBI ELECTRONICS PRIVATE LIMITED,U32100MH1983PTC029356,Director,1983-02-19,2021-12-18
Other Directoships of RANJIT JAYANT SHAH,BILAKES CONSULTING PRIVATE LIMITED,U51102DL1996PTC081329,Additional Director,2008-04-29,2008-05-30
Other Directoships of RANJIT JAYANT SHAH,BILAKES CONSULTING PRIVATE LIMITED,U51102DL1996PTC081329,Director,2008-05-30,2012-02-03
Other Directoships of RANJIT JAYANT SHAH,JOHN DISTILLERIES PRIVATE LIMITED,U51228KA1996PTC021158,Additional Director,2011-03-18,2011-04-23
Other Directoships of RANJIT JAYANT SHAH,JOHN DISTILLERIES PRIVATE LIMITED,U51228KA1996PTC021158,Director,2019-02-08,2019-07-12
Other Directoships of RANJIT JAYANT SHAH,JOHN DISTILLERIES PRIVATE LIMITED,U51228KA1996PTC021158,Nominee Director,2011-04-23,2019-01-09
Other Directoships of RANJIT JAYANT SHAH,RAMS MERCANTILE PRIVATE LIMITED,U52100MH2010PTC209496,Director,2010-10-27,Ongoing
Other Directoships of RANJIT JAYANT SHAH,GAJA TRUSTEE COMPANY PRIVATE LIMITED,U65100DL2007PTC163599,Additional Director,2007-08-10,2008-11-04
Other Directoships of RANJIT JAYANT SHAH,SUNGLOW FININVEST PRIVATE LIMITED,U65993DL1991PTC044541,Additional Director,2009-05-19,2009-09-26
Other Directoships of RANJIT JAYANT SHAH,SUNGLOW FININVEST PRIVATE LIMITED,U65993DL1991PTC044541,Director,2009-09-26,2016-09-23
Other Directoships of RANJIT JAYANT SHAH,GAJA ALTERNATIVE ASSET MANAGEMENT PRIVATE LIMITED,U67190DL1999PTC099260,Director,2006-04-10,2007-10-01
Other Directoships of RANJIT JAYANT SHAH,GAJA ALTERNATIVE ASSET MANAGEMENT PRIVATE LIMITED,U67190DL1999PTC099260,Whole-time director,2007-10-01,Ongoing
Other Directoships of RANJIT JAYANT SHAH,THYSSENKRUPP UHDE INDIA PRIVATE LIMITED,U74200MH1977PTC020041,Additional Director,2017-09-22,2018-09-21
Other Directoships of RANJIT JAYANT SHAH,THYSSENKRUPP UHDE INDIA PRIVATE LIMITED,U74200MH1977PTC020041,Director,2018-09-21,Ongoing
Other Directoships of RANJIT JAYANT SHAH,KINARA CAPITAL PRIVATE LIMITED,U74899KA1996PTC068587,Director,2017-10-17,Ongoing
Other Directoships of RANJIT JAYANT SHAH,CHUMBAK DESIGN PRIVATE LIMITED,U74999KA2011PTC058374,Director,2017-11-29,2021-12-01
Other Directoships of RANJIT JAYANT SHAH,GAJA CORPORATE ADVISORS PRIVATE LIMITED,U93000DL2007PTC171780,Additional Director,2008-01-10,2008-10-16
Other Directoships of RANJIT JAYANT SHAH,GAJA CORPORATE ADVISORS PRIVATE LIMITED,U93000DL2007PTC171780,Director,2008-10-16,2013-09-03
Other Directoships of SATYA SHEEL,MULTIMATRIX REALTY LIMITED LIABILITY PAR TNERSHIP,AAZ-7660,Partner,2021-12-06,Ongoing
Other Directoships of SATYA SHEEL,BID AUTOMOBILE PRIVATE LIMITED,U34100DL2009PTC187011,Director,2009-01-28,2009-02-03
Other Directoships of SATYA SHEEL,METRO VALLEY POWER PRIVATE LIMITED,U40107DL2010PTC198560,Director,2010-02-01,Ongoing
Other Directoships of SATYA SHEEL,SHARP NETWORKING PRIVATE LIMITED,U45100DL2008PTC184127,Director,2016-12-01,Ongoing
Other Directoships of SATYA SHEEL,MULTIMATRIX REALTY PRIVATE LIMITED,U45201DL2005PTC136504,Director,2006-01-20,2017-11-02
Other Directoships of SATYA SHEEL,METRO VALLEY BUSINESS PARK PRIVATE LIMITED,U45201DL2005PTC142603,Director,2006-03-22,2009-05-20
Other Directoships of SATYA SHEEL,METRO VALLEY BUSINESS PARK PRIVATE LIMITED,U45201DL2005PTC142603,Managing Director,2009-05-20,Ongoing
Other Directoships of SATYA SHEEL,METRO VALLEY RESORTS PRIVATE LIMITED,U55101DL2008PTC178098,Director,2008-05-14,Ongoing
Other Directoships of SATYA SHEEL,BEST PORTFOLIOS PRIVATE LIMITED,U70100DL1995PTC073100,Director,2006-02-20,Ongoing
Other Directoships of SATYA SHEEL,MULTIMODE MARKETING PRIVATE LIMITED,U74140DL2000PTC105663,Additional Director,2012-02-10,2012-09-29
Other Directoships of SATYA SHEEL,MULTIMODE MARKETING PRIVATE LIMITED,U74140DL2000PTC105663,Director,2016-08-24,2019-07-15
Other Directoships of SATYA SHEEL,TULIKA ADVERTISING AND MARKETING PRIVATE LIMITED,U74899DL1978PTC009039,Director,1982-04-29,2011-11-02
Other Directoships of SATYA SHEEL,NIYOJIT FARMS PRIVATE LIMITED,U74899DL1996PTC078877,Director,2022-12-10,Ongoing
Other Directoships of SATYA SHEEL,SUZUKI MOTORCYCLE INDIA PRIVATE LIMITED,U74899DL1997FTC086871,Managing Director,2004-07-04,2010-03-31
Other Directoships of SATYA SHEEL,INTEGRA PRODUCTS PRIVATE LTD.,U74899HR1987PTC078592,Director,2013-11-11,Ongoing
Other Directoships of SATYA SHEEL,INDIA BUSINESS ADVISORY SERVICES PRIVATE LIMITED,U74900DL2007PTC161501,Director,2007-04-16,Ongoing
Other Directoships of SATYA SHEEL,RAY ENTERTAINMENTS PRIVATE LIMITED,U92100DL2009PTC187024,Director,2009-01-28,2009-02-03
Other Directoships of RAMAIAH RAJESH RAMAIAH,T G P ADVISORS LLP,ACE-5088,Designated Partner,2023-12-24,Ongoing
Other Directoships of RAMAIAH RAJESH RAMAIAH,TGP SPONSORS LLP,ACG-7367,Designated Partner,2024-04-23,Ongoing
Other Directoships of RAMAIAH RAJESH RAMAIAH,MICRO PLASTICS PRIVATE LIMITED,U19201KA1994PTC015731,Additional Director,2021-04-23,2021-04-23
Other Directoships of RAMAIAH RAJESH RAMAIAH,MICRO PLASTICS PRIVATE LIMITED,U19201KA1994PTC015731,Director,2021-04-23,2024-03-28
Other Directoships of RAMAIAH RAJESH RAMAIAH,BEST VALUE CHEM PRIVATE LIMITED,U24110GJ1996PTC031318,Additional Director,2020-06-29,2020-09-03
Other Directoships of RAMAIAH RAJESH RAMAIAH,BEST VALUE CHEM PRIVATE LIMITED,U24110GJ1996PTC031318,Director,2020-09-03,2024-03-25
Other Directoships of RAMAIAH RAJESH RAMAIAH,BEST VALUE ORGANICS PRIVATE LIMITED,U24230GJ2020PTC116895,Director,2020-09-28,2023-07-20
Other Directoships of RAMAIAH RAJESH RAMAIAH,BVC SPECIALITIES PRIVATE LIMITED,U24230GJ2021PTC123855,Director,2021-07-05,2023-07-20
Other Directoships of RAMAIAH RAJESH RAMAIAH,HYGIENIC RESEARCH INSTITUTE PRIVATE LIMITED,U24247MH2002PTC135338,Additional Director,2015-11-05,2016-09-21
Other Directoships of RAMAIAH RAJESH RAMAIAH,HYGIENIC RESEARCH INSTITUTE PRIVATE LIMITED,U24247MH2002PTC135338,Director,2016-09-21,2018-01-25
Other Directoships of RAMAIAH RAJESH RAMAIAH,S B PACKAGINGS PRIVATE LIMITED,U25202GJ1989PTC153102,Additional Director,2021-08-07,2021-08-07
Other Directoships of RAMAIAH RAJESH RAMAIAH,S B PACKAGINGS PRIVATE LIMITED,U25202GJ1989PTC153102,Director,2021-08-07,2024-05-03
Other Directoships of RAMAIAH RAJESH RAMAIAH,GOLD PLUS GLASS INDUSTRY LIMITED,U26109DL2005PLC143705,Nominee Director,2018-08-06,Ongoing
Other Directoships of RAMAIAH RAJESH RAMAIAH,MPACT TECHNOLOGY SERVICES PRIVATE LIMITED,U72200KA2003PTC040724,Director,2006-07-24,Ongoing
Other Directoships of RAMAIAH RAJESH RAMAIAH,MPACT TECHNOLOGY SERVICES PRIVATE LIMITED,U72200KA2003PTC040724,Nominee Director,2005-12-29,2006-07-24
Other Directoships of RAMAIAH RAJESH RAMAIAH,QUANTECH GLOBAL SERVICES LIMITED,U72200TG2001PLC036915,Director,2007-01-01,Ongoing
Other Directoships of RAMAIAH RAJESH RAMAIAH,MPOWER SOFTWARE SERVICES (INDIA) PRIVATE LIMITED,U74140KA2003PTC040723,Director,2006-07-25,Ongoing
Other Directoships of RAMAIAH RAJESH RAMAIAH,MPOWER SOFTWARE SERVICES (INDIA) PRIVATE LIMITED,U74140KA2003PTC040723,Nominee Director,2005-12-29,2006-07-25
Other Directoships of RAMAIAH RAJESH RAMAIAH,MEADOWS CONSULTING SERVICES PRIVATE LIMITED,U74140KA2015PTC100324,Director,2016-02-02,Ongoing
Other Directoships of RAMAIAH RAJESH RAMAIAH,JSM CORPORATION PRIVATE LIMITED,U74999MH2004PTC175698,Nominee Director,2012-12-21,2017-04-12
Other Directoships of RAMAIAH RAJESH RAMAIAH,WIPRO HEALTHCARE IT LIMITED,U85199KA2000PLC027715,Nominee Director,2003-02-17,Ongoing
Other Directoships of BHAVANA RAO,HIM TEKNOFORGE LIMITED,L29130HP1971PLC000904,Nominee Director,2018-09-29,2019-09-27
Other Directoships of BHAVANA RAO,LOKESH MACHINES LTD,L29219TG1983PLC004319,Additional Director,2011-07-02,2011-09-30
Other Directoships of BHAVANA RAO,LOKESH MACHINES LTD,L29219TG1983PLC004319,Nominee Director,2011-09-30,2019-11-29
Other Directoships of BHAVANA RAO,MOHINDRA FASTENERS LIMITED,L74899DL1995PLC064215,Nominee Director,2009-02-17,2011-05-11
Other Directoships of BHAVANA RAO,MSR HOTEL (BANGALORE) PRIVATE LIMITED,U01409KA2004PTC033933,Nominee Director,2014-09-10,2017-11-08
Other Directoships of BHAVANA RAO,REVALYU RECYCLING (INDIA) LIMITED,U17120MH1981PLC025388,Nominee Director,2007-01-16,2007-05-14
Other Directoships of BHAVANA RAO,AMANTA HEALTHCARE LIMITED,U24139GJ1994PLC023944,Nominee Director,2012-05-03,2017-12-21
Other Directoships of BHAVANA RAO,RADO TYRES LTD,U25111KL1986PLC004449,Nominee Director,2008-09-08,2011-12-14
Other Directoships of BHAVANA RAO,HIM TEKNOFORGE LIMITED,U28910HP1989PLC008963,Nominee Director,2014-11-18,Ongoing
Other Directoships of BHAVANA RAO,HIM TEKNOFORGE LIMITED,U28910HP1989PLC008963,Nominee Director,2012-05-22,2013-08-14
Other Directoships of BHAVANA RAO,SABARMATI GAS LIMITED,U40200GJ2006PLC048397,Additional Director,2013-11-27,2014-09-23
Other Directoships of BHAVANA RAO,SABARMATI GAS LIMITED,U40200GJ2006PLC048397,Director,2014-09-23,2016-02-18
Other Directoships of BHAVANA RAO,ARANI POWER SYSTEMS LIMITED,U40300TG2006PLC050927,Nominee Director,2013-03-30,2017-11-08
Other Directoships of BHAVANA RAO,PALOGIX INFRASTRUCTURE PRIVATE LIMITED,U45201WB2007PTC162847,Nominee Director,2012-12-13,2018-02-27
Other Directoships of BHAVANA RAO,DELTRONIX INDIA LIMITED,U51909DL1984PLC018787,Nominee Director,2013-06-17,2019-01-27
Other Directoships of BHAVANA RAO,DAAJ HOTELS AND RESORTS PRIVATE LIMITED,U55100TG1998PTC029745,Nominee Director,2014-07-04,2019-11-22
Other Directoships of BHAVANA RAO,CENTURY METAL RECYCLING LIMITED,U74899HR1994PLC086105,Additional Director,2011-08-24,2013-11-07
Other Directoships of BHAVANA RAO,CENTURY METAL RECYCLING LIMITED,U74899HR1994PLC086105,Nominee Director,2011-10-20,2012-05-18
Other Directoships of BHAVANA RAO,FOUR C PLUS (INTERNET) COMPANY LIMITED,U74999DL2000PLC103253,Nominee Director,2005-12-02,2007-06-23
Other Directoships of BHAVANA RAO,SATYAM CINEPLEXES LIMITED,U74999DL2000PLC106206,Additional Director,2011-06-17,2011-09-23
Other Directoships of BHAVANA RAO,SATYAM CINEPLEXES LIMITED,U74999DL2000PLC106206,Nominee Director,2011-09-23,2014-07-30
Other Directoships of BHAVANA RAO,ELECTRONICA MACHINE TOOLS LIMITED,U74999MH1975PLC018397,Nominee Director,2010-10-30,2014-04-03
Other Directoships of ACHYUTANAND CHOUDHARY,SHINKA FARMS LLP,AAN-7877,Designated Partner,2022-09-27,Ongoing
